dataset,model,subject_id,accuracy,f1_macro,f1_weighted,kappa,mcc,balanced_accuracy,date,paradigm,preprocessing,eval_type,split_type,trainer_config,notes
BCICompIV2a,ShallowConvNet,all,0.2931,0.2298,0.2298,0.0575,0.0769,0.2931,2026-03-22,MotorImagery,"EOG regression removal (channels 22,23,24)",intra_subject,fixed_split,"{""n_epochs"": 1, ""batch_size"": 64, ""lr"": 0.001, ""label_smoothing"": 0.0, ""loss_scale"": 1.0, ""l2_scale"": 0.0, ""grad_clip"": 0.0, ""weight_decay"": 0.0, ""scheduler"": ""none"", ""optimizer"": ""adam"", ""optimizer_kwargs"": {}, ""input_adapter"": ""CNN2DAdapter"", ""logger"": {""every_n_epochs"": 10, ""metrics"": [""train_loss"", ""val_loss"", ""train_acc"", ""val_acc""]}, ""early_stopping"": {""patience"": 50, ""min_delta"": 0.0001, ""monitor"": ""val_loss"", ""mode"": ""min""}, ""best_model"": null, ""checkpoint"": null}",ShallowConvNet + EOG removal on BCI2a.
